student_id,student_name,student_class,student_gender,student_age,student_height,student_score
87,Rahul Menon,Class 12C,f,13,176.7,21.9
88,Neha Sinha,Class 4B,M,16,193.4,88.95
89,Mohammed Shukla,Class 9B,F,6,151.1,34.93
90,Sarah Reddy,Class 6A,F,13,136.2,61.51
91,Vijay Kumar,Class 3A,M,7,154.8,45.37
92,Asha Das,Class 5B,F,10,128.4,59.17
93,David Bajaj,Class 11B,F,7,103.9,62.16
94,Neha Iyer,Class 8B,F,11,100.9,10.2
95,Vijay Das,Class 5C,F,11,168.7,43.19
96,Fatima Reddy,Class 6A,M,16,166.8,98.73
97,Neha Das,Class 10A,F,14,184.7,27.86
98,Divya Sinha,Class 11A,M,10,154.7,9
99,Sanjay Dubey,Class 1C,,15,105.9,?
100,Sneha Gupta,Class 6A,M,14,170.9,27.68
101,Rahul Verma,Class 6A,M,10,170.3,27.54
102,Tanya Shukla,Class 6C,F,7,114.2,21.51
103,Arun Pandey,Class 2A,F,9,111.1,30.84
104,Suresh Sharma,Class 6A,M,13,110.5,89.94
105,Ravi Smith,Class 7C,M,10,107.6,95.79
106,David Khan,Class 11B,F,13,abc,57.58
107,Nikhil Das,Class 12A,F,11,118.4,73.33
108,Priya Singh,Class 8C,M,6,133.3,51
109,Prakash Khan,Class 4A,M,12,192.4,86.42
110,Nikhil Tiwari,Class 4B,M,5,130.4,13.58
111,Prakash Mishra,,F,16,114.2,29
112,James Iyer,Class 10C,F,18,158,90.9
113,Prakash Pandey,Class 2B,Male,8,133.5,1.89
114,Rahul Pillai,Class 2C,M,13,128.3,78.92
115,James Iyer,Class 4A,M,15,193.8,81.32
116,James Kumar,Class 5C,F,15,137.5,77.72
117,Ravi Pillai,Class 7A,X,14,137,74.28
118,Sanjay Patel,Class 8C,F,8,178.8,52.65
119,Mohammed Smith,Class 4B,F,12,123.4,90.4
120,Priya Khan,Class 4C,F,7,103.8,8.21
121,Arun Menon,Class 4B,M,12,184.6,27.28
122,Chen Pillai,Class 9B,M,6,113.8,
123,,Class 9B,M,18,190.4,64.78
124,Fatima Nair,Class 12A,M,11,183.7,
125,Priya Tiwari,Class 7B,M,8,132.4,26.45
126,Rohan Joshi,Class 8C,M,15,135.7,10.37
127,Sanjay Sharma,Class 1C,M,10,113.4,24
128,Ravi Dubey,Class 11A,M,5,104.2,54.3
129,Arun Sharma,Class 8C,F,7,151.9,60.25
130,Priya Verma,Class 9C,M,8,150.3,95.12
131,Asha Menon,Class 10B,F,15,163.8,95.28
132,Ankit Rao,Class 1C,F,14,127.9,51.77
133,David Shukla,Class 3B,M,6,166.8,30
134,Ravi Smith,Class 4A,F,9,159.7,0.72
135,Suresh Sinha,Class 12B,M,8,125.9,75.44
136,Divya Tiwari,Class 6A,F,7,200,82.33
137,Geeta Iyer,Class 1C,M,16,155.9,80.92
138,Kavya Bajaj,Class 10C,M,17,138,44.36
139,Priya Das,Class 4C,M,10,138.5,87.74
140,Meera Mishra,Class 4A,M,18,135.7,33.01
141,Asha Tiwari,Class 4C,M,9,134.6,25.06
142,Neha Patel,Class 4A,F,18,177.1,61.81
143,Prakash Smith,Class 8C,F,14,111.1,N/A
144,James Mishra,Class 10C,F,10,173.4,37.05
145,Chen Khan,Class 9C,M,16,151.5,94.52
146,Vijay Menon,Class 8B,F,17,118.4,80.72
147,none,Class 5C,M,12,112.1,69.33
148,Kavya Tiwari,Class 9B,M,17,182.6,86.64
149,Mohammed Khan,Class 1B,F,10,121.1,17.76
150,Rahul Menon,Class 11A,M,16,105.1,38.63
151,Tanya Reddy,Class 8A,M,13,180.4,13.98
152,Prakash Menon,Class 11B,M,11,168.8,78.29
153,Sarah Tiwari,Class 4A,M,11,177.5,6.23
154,Sanjay Gupta,Class 8A,F,8,198.2,48.9
155,Rahul Kumar,Class 4A,M,8,165.9,46.97
156,James Reddy,Class 9B,M,16,174.7,56.2
157,Rahul Bajaj,Class 3A,M,13,188.1,28.72
158,Priya Pillai,Class 6A,M,8,141.5,47.49
159,Chen Das,Class 4C,M,12,128.9,92.85
160,Neha Menon,Class 6B,M,17,103.3,18.66
161,Kavya Dubey,Class 2B,M,12,100.5,8.81
162,Nikhil Khan,Class 3B,,10,117.5,51.53
163,,Class 6C,M,8,140.5,31.1
164,Chen Khan,Class 8C,F,18,187.3,7.81
165,Vijay Joshi,Class 3C,M,12,163.5,56.11
166,Rohan Das,Class 3B,F,17,156.4,N/A
167,Ravi Singh,Class 10B,F,abc,178.4,67.07
168,Sanjay Iyer,Class 1A,F,16,152.9,77.02
169,Divya Sinha,Class 2B,F,17,137.4,37.75
170,Nikhil Verma,Class 11A,M,15,?,18.88
171,Kavya Verma,Class 3C,M,12,182.3,93.74
172,Ankit Joshi,Class 10B,M,12,170.7,79.18
173,Kiran Reddy,Class 6C,M,9,190.5,3.38
174,Tanya Pandey,Class 10C,F,11,156.6,19.47
175,Arun Kumar,Class 10B,M,12,105.6,73.15
176,James Khan,Class 6C,M,12,138.1,29.99
177,Mohammed Menon,Class 9A,Male,5,125.1,57.51
178,Pooja Verma,Class 8A,M,9,114,28.83
179,Kavya Sinha,Class 9C,M,10,109.2,67.37
180,Lakshmi Bajaj,Class 8A,M,6,169.6,32.16
181,Divya Tiwari,Class 11A,M,14,155.3,19.62
182,Asha Singh,Class 11B,F,12,195.7,N/A
183,Geeta Patel,Class 10A,F,11,143.3,12.16
184,,Class 11A,1,150,110.7,52.65
185,Sunita Sinha,Class 12C,F,11,115.9,48.38
186,Arjun Pillai,Class 2C,M,13,108.3,97.73
187,Mohammed Shukla,Class 1B,F,10,185.6,26.1
188,Nikhil Sinha,Class 2B,M,5,171.3,24.05
189,Rohan Patel,Class 7A,F,13,157.9,88.72
190,Arun Chopra,Class 11C,M,10,196.9,45.06
191,Kavya Bajaj,Class 9C,F,12,135.8,48.5
192,Asha Shukla,Class 10A,M,6,185.1,20.33
193,Lakshmi Rao,Class 3C,M,16,181.1,65.74
194,Rohan Bajaj,Class 6A,M,7,100.5,13.25
195,Pooja Pillai,Class 11C,M,8,144.9,35.34
196,Neha Pillai,Class 1C,N/A,18,142.6,27.22
197,Priya Patel,Class 7C,F,13,117,49.31
198,Geeta Mishra,Class 1C,F,13,103.2,70.26
199,Ankit Verma,Class 5A,M,14,143.1,30.04
200,Arjun Singh,Class 6A,F,8,155,43.85
201,Meera Bajaj,Class 4A,M,14,169.2,89.55
202,Asha Bajaj,Class 9B,F,8,157.5,58.86
203,Meera Patel,Class 7B,F,16,181,67.71
204,Sarah Singh,Class 9B,F,,121.5,57.73
205,Sunita Iyer,Class 7C,M,14,191.9,23.86
206,Tanya Khan,Class 12B,M,7,186.6,38.39
207,Suresh Pillai,Class 5C,F,16,157.3,54.2
208,Meera Reddy,Class 1C,M,17,168.9,61.62
209,Neha Iyer,Class 7A,M,11,112.7,82.85
210,Fatima Dubey,Class 2C,F,-1,166.4,21.78
211,Ravi Das,Class 8A,M,,195.8,65
212,Fatima Patel,Class 9B,M,150,--,98.82
213,Lakshmi Reddy,Class 9A,M,N/A,172.2,68.66
214,Rohan Chopra,Class 3C,M,14,184.7,18.86
215,Chen Mishra,Class 2B,F,18,117.3,101
216,Sanjay Menon,Class 9B,M,13,132.7,64.32
217,Chen Patel,Class 2A,M,150,178.3,78.11
218,Geeta Joshi,Class 2B,M,10,,-5
219,Sneha Sharma,Class 9C,F,10,122.3,87.7
220,Kiran Kumar,Class 6A,F,16,100.6,
221,Kavya Chopra,Class 6A,M,8,137.2,13.35
222,Mohammed Rao,Class 9B,F,8,110.6,35.83
223,Ankit Smith,Class 1C,M,10,182,55.6
224,Sunita Kumar,Class 5A,M,18,164.6,80.89
225,Meera Chopra,Class 4C,F,5,149.9,38.3
226,Geeta Das,Class 8B,F,11,102.9,47.17
227,Chen Bajaj,Class 2A,F,18,173.8,35.17
228,Geeta Mishra,Class 2A,N/A,10,132.4,77.44
229,Asha Gupta,Class 4B,F,13,122.3,68.85
230,Arjun Pandey,Class 5C,F,8,196.3,101
231,,Class 4B,F,18,168.7,29.49
232,Arjun Smith,Class 2C,F,15,110.1,72.2
233,Rahul Gupta,,F,7,111.6,26.5
234,Sarah Pillai,Class 6C,M,13,106.1,68.71
235,Arjun Sinha,Class 4A,M,8,198.8,83.41
236,Arjun Das,Class 10C,F,14,192.5,53.56
237,Tanya Mishra,Class 9B,F,12,181.7,69.62
238,Kiran Singh,Class 5A,F,18,106.6,52.43
239,Rahul Rao,Class 5A,F,5,196.1,83.77
240,Rahul Smith,Class 5C,F,,,25.24
241,Meera Gupta,Class 7B,,15,159.4,33.63
242,Nikhil Dubey,Class 2A,F,16,190.7,99.48
243,Vijay Mishra,Class 4B,M,16,118.3,35.53
244,Fatima Pandey,Class 2B,M,9,199.2,98.66
245,Ravi Dubey,Class 10B,M,17,163.3,3.77
246,Prakash Tiwari,Class 6A,F,14,194.8,43.37
247,Arun Nair,Class 1B,M,13,103.7,4.86
248,Suresh Reddy,Class 11A,M,15,141.9,28.27
249,Prakash Tiwari,Class 4B,M,-1,166.9,72.36
250,James Iyer,Class 1C,F,18,166.3,62.18
251,Arjun Gupta,Class 11A,M,5,191.1,61.13
252,Lakshmi Khan,Class 10B,N/A,15,161.8,66.37
253,,Class 11A,M,10,164.3,80.13
254,Pooja Chopra,Class 12C,F,15,105.4,61.98
255,Arun Bajaj,Class 7A,M,7,125.4,21.56
256,Rahul Dubey,Class 10B,,16,148.3,57.86
257,Nikhil Singh,Class 6A,F,11,184.3,55.36
258,Sneha Bajaj,Class 4C,F,13,141.7,84.73
259,Asha Sharma,Class 7A,M,17,161.6,64.71
260,Suresh Bajaj,Class 7C,F,18,170.5,60.34
261,Asha Patel,Class 9A,F,150,115.4,61.56
262,Geeta Sinha,Class 2B,F,8,195,75.21
263,Vijay Shukla,Class 7C,M,9,151.4,65.15
264,Arun Das,Class 5B,M,16,174.7,8.75
265,Chen Iyer,,M,17,135.8,60.66
266,Priya Mishra,Class 12B,F,17,101.1,57.27
267,Lakshmi Chopra,Class 11C,F,17,199,67.17
268,Divya Khan,Class 2B,F,16,N/A,71.22
269,Ravi Mishra,Class 12C,M,7,162.7,63.16
270,Rahul Das,Class 4A,F,6,184.8,51.41
271,Mohammed Chopra,Class 11B,M,17,104.6,52.14
272,Sarah Gupta,Class 2B,M,18,100.7,51.45
273,Prakash Reddy,Class 3B,M,11,116.1,5.59
274,,Class 7A,F,18,176.7,68.56
275,,Class 9C,M,5,109.3,0.12
276,Kavya Sharma,Class 11A,M,17,187.7,
277,Suresh Singh,Class 6B,F,11,148.2,30.67
278,Asha Reddy,Class 4B,F,15,100.5,43.54
279,Arjun Gupta,Class 2A,F,15,178.4,67.4
280,Fatima Gupta,,M,13,127.7,57.49
281,James Singh,Class 12B,F,17,168.2,25.78
282,Geeta Singh,Class 6B,F,12,118.3,73.71
283,Prakash Rao,Class 3B,F,13,131.5,27.47
284,Arun Pandey,Class 12B,M,13,121.1,25.97
285,Divya Smith,Class 8C,F,14,180.4,
286,Mohammed Dubey,Class 7B,M,5,109.6,55.75
287,Asha Shukla,Class 4C,F,16,146.4,92.86
288,Ankit Smith,Class 6C,F,16,118.4,94.04
289,Ankit Mishra,Class 2C,M,9,112.6,35.68
290,Sneha Iyer,Class 12B,F,9,109,1.06
291,Neha Kumar,,F,13,139.5,37.84
292,Sneha Shukla,Class 12B,M,15,149.2,2.21
293,Priya Rao,Class 9C,F,10,126.7,89.57
294,Suresh Rao,Class 1C,M,12,115.9,12.21
295,Asha Nair,Class 1A,M,5,115.5,68.59
296,Divya Dubey,Class 11B,F,8,125.1,54.27
297,Kiran Iyer,Class 4B,F,150,162,6.33
298,Arun Das,Class 7C,M,7,109.9,52.58
299,Ankit Kumar,Class 2C,F,11,161.7,7.79
300,Arjun Nair,Class 4C,M,15,116.7,15.82
301,Ravi Verma,Class 7C,M,16,139.7,51.76
302,Kavya Singh,Class 6C,M,7,123.3,91.79
303,Prakash Sinha,Class 7B,F,17,193,84.95
304,Sanjay Sharma,Class 5C,F,14,139.4,4.93
305,Mohammed Khan,Class 5A,M,11,167.2,999
306,Geeta Pillai,Class 5C,M,14,101.4,2.27
307,Fatima Das,Class 1B,M,8,tall,91.29
308,Arjun Rao,Class 7C,M,12,192.2,1.84
309,Sanjay Iyer,Class 1B,M,15,167.8,57.29
310,Mohammed Nair,Class 5A,M,17,131.7,31.76
311,Meera Joshi,Class 6C,M,14,159.6,77.98
312,Sarah Gupta,Class 1C,F,15,192.7,32.49
313,Lakshmi Gupta,Class 12B,M,18,153.8,76.52
314,Arun Menon,Class 2A,F,16,189.4,2.49
315,Ankit Iyer,Class 4B,M,6,151.2,76.83
316,Kavya Khan,Class 7B,F,--,149.8,49.35
317,,Class 12C,M,5,160.3,99.37
318,Rohan Das,Class 1C,F,17,113.5,52.46
319,Vijay Tiwari,Class 7A,F,10,172.9,23.27
320,Geeta Reddy,Class 9C,N/A,9,999.9,101
321,Pooja Mishra,Class 10C,F,16,--,88.8
322,Arjun Dubey,Class 4C,F,5,137.2,17.5
323,Sanjay Kumar,Class 8A,F,18,199.3,86.48
324,Kavya Patel,Class 7B,M,9,127.3,55.96
325,Suresh Menon,Class 8A,M,6,170.5,44.58
326,Geeta Das,Class 3C,F,15,122.4,39.21
327,Kiran Mishra,Class 10C,F,6,155.6,59.05
328,Ankit Singh,Class 10A,M,16,159.2,17.62
329,Arun Gupta,Class 5B,M,12,119.6,91.32
330,Divya Patel,Class 3C,m,9,139.4,54.51
331,Sneha Verma,Class 3C,M,15,164.2,60.44
332,Kiran Gupta,Class 11B,F,10,136.9,73.02
333,Sanjay Patel,Class 2B,F,13,146.9,79.82
334,Lakshmi Pandey,Class 2A,M,13,161.6,60.38
335,Sarah Iyer,Class 12A,M,18,177,21.09
336,Sunita Sharma,Class 12B,F,18,138.2,9.74
337,Vijay Iyer,Class 9B,M,8,-10,9.77
338,David Sharma,Class 5B,M,11,196.7,46.7
339,Meera Sinha,Class 4B,M,5,106.9,64.55
340,Sunita Pillai,Class 6B,F,5,190.5,49.07
341,,Class 11A,F,5,153.5,76.65
342,David Menon,Class 8B,F,8,138.9,96.5
343,Ravi Chopra,Class 12A,M,6,147.1,13.05
344,Kiran Shukla,Class 3A,M,10,132.4,83.64
345,Sunita Iyer,Class 12C,M,15,0,59.37
346,Mohammed Nair,Class 6A,M,14,0,97.68
347,Kiran Dubey,Class 4A,F,5,125.1,10.44
348,Sanjay Reddy,Class 7C,F,8,137.6,89.05
349,Mohammed Pillai,Class 5A,M,12,188.6,61.15
350,Kavya Tiwari,Class 10C,M,8,-10,76.86
351,Prakash Reddy,Class 1A,M,--,145.9,46.38
352,Vijay Pillai,Class 9A,M,16,178.8,5.48
353,Divya Pillai,Class 12C,M,13,158,22.54
354,Ankit Verma,Class 3B,F,15,106.6,89.79
355,Suresh Khan,Class 1B,M,16,187.2,41.17
356,Suresh Tiwari,Class 3C,F,9,145.6,28.52
357,Mohammed Smith,Class 3C,M,10,197.5,93.11
358,Lakshmi Das,Class 11A,M,12,104,61.75
359,David Pandey,Class 5A,F,13,151.2,71.6
360,James Pillai,Class 10B,F,11,159.8,52.53
361,Priya Joshi,Class 10C,M,9,183.5,999
362,Sunita Dubey,Class 6A,F,16,125.8,--
363,Ravi Pillai,Class 6C,F,15,118.3,87.24
364,Suresh Verma,Class 1A,F,7,118.8,52.57
365,Kiran Patel,Class 8B,F,17,174.4,68.8
366,Arun Reddy,Class 1C,M,5,178.2,18.48
367,Rohan Verma,Class 6A,M,,172.5,47.47
368,Prakash Verma,Class 9C,M,12,104.1,60.04
369,James Joshi,Class 11A,M,6,111.9,74.14
370,David Shukla,Class 10A,F,11,198.8,12.22
371,Lakshmi Sharma,Class 4C,M,17,179.3,26.17
372,Rahul Joshi,Class 9A,M,9,131.2,49.06
373,Sarah Tiwari,Class 9A,F,5,158.4,42.81
374,Chen Dubey,Class 7B,F,11,169.6,39.03
375,Ravi Mishra,Class 7B,F,6,104.8,74.29
376,Ankit Pandey,Class 2B,F,8,167.2,51.62
377,Kiran Iyer,Class 10A,M,7,184.4,63.39
378,Asha Shukla,Class 1B,F,11,113.6,17.6
379,Kavya Patel,Class 9C,M,18,193.3,93.16
380,Geeta Singh,Class 6A,M,12,153.3,47.49
381,Pooja Sinha,Class 1C,M,8,170.1,?
382,James Patel,Class 4B,F,6,141.3,82.02
383,Tanya Chopra,Class 1B,M,0,108.2,83.06
384,Ravi Pillai,Class 7C,F,11,194.8,90.68
385,Arjun Shukla,Class 8C,M,12,120.3,74.64
386,Prakash Menon,Class 4A,M,10,146.9,21.22
387,Neha Sharma,Class 8B,f,11,104.1,33.92
388,Fatima Reddy,Class 6C,F,18,189.3,15.13
389,Mohammed Sharma,Class 10C,F,16,172,28.41
390,test,Class 4C,F,5,137.4,2.89
391,Fatima Shukla,Class 10B,M,15,154.7,24.01
392,Arjun Gupta,Class 3B,F,10,149,42.31
393,Meera Patel,Class 5C,F,6,147.8,84.15
394,Rahul Tiwari,Class 6B,M,7,141.6,75.74
395,Geeta Smith,Class 6B,,15,196.6,97.39
396,James Patel,Class 1B,M,15,153.9,42.19
397,,Class 7A,M,18,173.7,48.75
398,Prakash Mishra,Class 7C,F,14,102.1,23.21
399,Prakash Sinha,Class 9A,F,18,108.6,49.22
400,Neha Sharma,Class 4B,M,6,125.8,87.77
401,Asha Reddy,Class 10C,M,18,110.5,15.7
402,Sunita Khan,Class 5A,M,10,171.5,75.32
403,Sneha Joshi,Class 8C,M,6,116.4,64.15
404,Asha Tiwari,Class 12C,,9,140.4,61.82
405,Arun Nair,Class 9A,M,8,175.7,59.25
406,Sunita Chopra,Class 8B,M,5,198.9,53.33
407,Suresh Pandey,Class 6A,M,6,109.2,7.81
408,Kavya Iyer,Class 11B,M,16,152.9,15.68
409,Sunita Reddy,Class 3B,F,7,189.4,48.88
410,Rohan Menon,Class 11A,M,12,172.8,38.72
411,Kiran Chopra,Class 1B,F,13,175.8,N/A
412,Geeta Nair,Class 10B,F,18,102.4,97.98
413,Mohammed Menon,Class 7C,F,11,190,23.65
414,Ravi Pillai,Class 5C,M,17,184.6,54.04
415,Neha Pillai,Class 7A,M,14,184.2,16.14
416,Prakash Khan,Class 5B,F,15,124.6,N/A
417,Priya Kumar,Class 11B,M,18,181.3,?
418,Priya Rao,Class 8B,F,12,?,27.73
419,Asha Bajaj,Class 2B,M,9,169.3,45.39
420,Ravi Joshi,Class 12A,M,9,139.2,99.03
421,David Smith,Class 1B,F,12,133.4,61.96
422,Rahul Sharma,Class 3C,M,6,185,86.46
423,Meera Shukla,Class 1B,,16,157.3,72.46
424,James Pandey,Class 7B,M,10,165.8,55.94
425,David Patel,Class 10C,F,7,149.6,46.65
426,Geeta Chopra,Class 1A,M,12,104.4,88.54
427,Priya Smith,Class 3C,M,12,194.1,87.84
428,David Das,Class 6A,M,7,187.3,20.92
429,Sanjay Gupta,Class 11B,F,12,179.1,45.21
430,Sarah Verma,Class 7A,M,11,149.8,26.56
431,Neha Dubey,Class 3B,M,9,127.4,
432,Prakash Verma,Class 1A,M,16,178.6,79.19
433,David Pillai,Class 3C,F,10,176.3,56.76
434,Rohan Dubey,Class 9B,F,12,189.5,3.21
435,Arjun Menon,Class 10C,M,11,147.8,12.99
436,Tanya Pandey,Class 10C,M,14,187.9,28.79
437,James Gupta,Class 6A,F,7,104.4,53.77
438,Sneha Mishra,Class 8C,F,8,169.4,abc
439,Asha Chopra,Class 6A,F,7,112.4,1.12
440,Nikhil Bajaj,Class 12A,M,5,120.2,-5
441,Chen Reddy,Class 4B,F,14,112.1,40.21
442,Prakash Iyer,Class 5B,F,13,125.2,38.86
443,Arun Sinha,,F,8,102.1,42.85
444,David Khan,Class 10B,F,5,128.8,24.22
445,Asha Sinha,Class 7C,M,8,112.6,20.44
446,David Rao,Class 10B,F,11,160.9,48.2
447,James Shukla,Class 9A,F,10,N/A,40.46
448,James Dubey,Class 3B,M,17,148.9,92.65
449,Vijay Sinha,Class 6B,M,abc,191.7,51.85
450,James Tiwari,Class 7B,M,17,193,-5
451,James Chopra,Class 3C,M,7,119.2,91.3
452,Sunita Iyer,Class 11B,M,15,N/A,26.58
453,Asha Singh,Class 9B,F,5,188.8,27.95
454,TBD,,M,15,161.3,93.08
455,James Shukla,Class 11C,M,13,195.5,17.04
456,Priya Smith,Class 6C,F,15,109,76.63
457,Lakshmi Chopra,Class 10A,M,10,111.6,-5
458,Meera Singh,Class 3C,,18,183.7,14.59
459,James Tiwari,Class 11A,F,17,173.3,86.54
460,Asha Smith,Class 11A,F,9,139.4,80.51
461,Mohammed Pillai,Class 5B,M,6,195,9.6
462,Vijay Singh,Class 9B,F,7,179.5,65.03
463,Ankit Reddy,Class 1B,F,17,170.3,71.38
464,Arjun Das,Class 2B,M,15,118,12.88
465,Rahul Patel,Class 12B,M,13,114,99.68
466,Rahul Rao,Class 5B,M,16,138.2,25.42
467,Lakshmi Iyer,Class 8C,M,17,107.8,6.6
468,Kavya Rao,Class 5C,M,9,134.9,9.91
469,Geeta Chopra,Class 9B,M,15,105.3,24.91
470,Geeta Pillai,Class 5C,F,6,109.4,?
471,Mohammed Mishra,Class 12B,M,16,199.4,94.49
472,Sneha Tiwari,Class 3C,F,6,185.1,N/A
473,Sneha Dubey,Class 11B,F,5,100.9,
474,Fatima Rao,Class 4C,F,7,187.1,39.45
475,Pooja Bajaj,Class 11B,F,11,138.9,15.55
476,Ravi Joshi,Class 7A,F,13,126.4,47.39
477,David Pandey,Class 9B,M,6,170,6.13
478,Divya Sinha,,F,14,136.4,55.18
479,Arun Pandey,Class 5B,M,6,181.7,94.18
480,Neha Chopra,Class 6B,F,16,152.4,27.41
481,Suresh Nair,Class 11C,F,14,121.8,45.54
482,Suresh Iyer,Class 6A,F,17,121,97.22
483,Mohammed Joshi,Class 1A,F,13,158.3,25.73
484,Ravi Iyer,Class 9B,F,6,117.6,28.2
485,David Patel,Class 9B,M,abc,177,-5
486,Ankit Nair,Class 4B,M,15,154.5,0.12
487,James Rao,Class 3B,M,10,192.5,42.86
488,Asha Menon,Class 6C,F,6,177.8,79.69
489,Lakshmi Iyer,Class 9A,F,17,192.2,49.26
490,Sanjay Pandey,Class 2C,M,7,184.9,14.41
491,Prakash Rao,Class 4A,F,15,115.8,1.25
492,Mohammed Chopra,Class 8A,M,15,101.1,55.42
493,Meera Smith,Class 3C,M,16,169.2,38.05
494,Sunita Patel,Class 6A,,9,124,98.65
495,Divya Menon,Class 9B,M,13,158.7,29.01
496,Suresh Rao,Class 4B,F,9,189.1,61.04
497,Geeta Kumar,Class 2C,M,9,171.1,76.31
498,Pooja Sharma,Class 3C,F,13,104.3,69.97
499,Rohan Gupta,Class 2C,F,6,119.9,48.63
500,Mohammed Mishra,Class 9A,F,8,127,40.51
501,Asha Iyer,Class 10A,M,12,169.7,0.99
502,Tanya Khan,,M,17,100.4,44.93
