student_id,student_name,student_class,student_gender,student_age,student_height,student_score
42,SANJAY IYER,Class 11A,F,6,172.4,abc
43,ASHA IYER,Class 3A,F,6,164.9,99.59
44,DIVYA BAJAJ,Class 4A,F,9,195.1,54.45
45,SUNITA PILLAI,Class 1B,M,18,187.0,0.28
46,SARAH REDDY,Class 6A,F,13,136.2,61.51
47,VIJAY KUMAR,Class 3A,M,7,154.8,45.37
48,VIJAY DAS,Class 5C,F,11,168.7,43.19
49,NEHA DAS,Class 10A,F,14,184.7,27.86
50,TANYA SHUKLA,Class 6C,F,7,114.2,21.51
51,ARUN PANDEY,Class 2A,F,9,111.1,30.84
52,DAVID KHAN,Class 11B,F,13,abc,57.58
53,PRIYA SINGH,Class 8C,M,6,133.3,51.0
54,PRAKASH KHAN,Class 4A,M,12,192.4,86.42
55,JAMES IYER,Class 10C,F,18,158.0,90.9
56,RAHUL PILLAI,Class 2C,M,13,128.3,78.92
57,JAMES IYER,Class 4A,M,15,193.8,81.32
58,SANJAY PATEL,Class 8C,F,8,178.8,52.65
59,MOHAMMED SMITH,Class 4B,F,12,123.4,90.4
60,ARUN MENON,Class 4B,M,12,184.6,27.28
61,CHEN PILLAI,Class 9B,M,6,113.8,
62,FATIMA NAIR,Class 12A,M,11,183.7,
63,ROHAN JOSHI,Class 8C,M,15,135.7,10.37
65,ARUN SHARMA,Class 8C,F,7,151.9,60.25
66,ASHA MENON,Class 10B,F,15,163.8,95.28
67,ANKIT RAO,Class 1C,F,14,127.9,51.77
68,DAVID SHUKLA,Class 3B,M,6,166.8,30.0
69,DIVYA TIWARI,Class 6A,F,7,200.0,82.33
70,ASHA TIWARI,Class 4C,M,9,134.6,25.06
71,Neha Patel,Class 4A,F,18,177.1,61.81
72,JAMES MISHRA,Class 10C,F,10,173.4,37.05
73,CHEN KHAN,Class 9C,M,16,151.5,94.52
74,RAHUL MENON,Class 11A,M,16,105.1,38.63
75,TANYA REDDY,Class 8A,M,13,180.4,13.98
76,PRAKASH MENON,Class 11B,M,11,168.8,78.29
77,SARAH TIWARI,Class 4A,M,11,177.5,6.23
78,SANJAY GUPTA,Class 8A,F,8,198.2,48.9
79,JAMES REDDY,Class 9B,M,16,174.7,56.2
80,RAHUL BAJAJ,Class 3A,M,13,188.1,28.72
81,CHEN DAS,Class 4C,M,12,128.9,92.85
82,NIKHIL KHAN,Class 3B,UNKNOWN,10,117.5,51.53
83,,Class 6C,M,8,140.5,31.1
84,CHEN KHAN,Class 8C,F,18,187.3,7.81
85,ROHAN DAS,Class 3B,F,17,156.4,N/A
86,DIVYA SINHA,Class 2B,F,17,137.4,37.75
87,KAVYA VERMA,Class 3C,M,12,182.3,93.74
88,ARUN KUMAR,Class 10B,M,12,105.6,73.15
89,JAMES KHAN,Class 6C,M,12,138.1,29.99
90,KAVYA SINHA,Class 9C,M,10,109.2,67.37
91,LAKSHMI BAJAJ,Class 8A,M,6,169.6,32.16
92,DIVYA TIWARI,Class 11A,M,14,155.3,19.62
93,ASHA SINGH,Class 11B,F,12,195.7,N/A
94,,Class 11A,1,,110.7,52.65
95,ARJUN PILLAI,Class 2C,M,13,108.3,97.73
96,NIKHIL SINHA,Class 2B,M,5,171.3,24.05
97,ARUN CHOPRA,Class 11C,M,10,196.9,45.06
98,ROHAN BAJAJ,Class 6A,M,7,100.5,13.25
99,PRIYA PATEL,Class 7C,F,13,117.0,49.31
100,ANKIT VERMA,Class 5A,M,14,143.1,30.04
101,ARJUN SINGH,Class 6A,F,8,155.0,43.85
102,MEERA BAJAJ,Class 4A,M,14,169.2,89.55
103,ASHA BAJAJ,Class 9B,F,8,157.5,58.86
104,MEERA PATEL,Class 7B,F,16,181.0,67.71
106,SUNITA IYER,Class 7C,M,14,191.9,23.86
107,TANYA KHAN,Class 12B,M,7,186.6,38.39
108,SURESH PILLAI,Class 5C,F,16,157.3,54.2
109,MEERA REDDY,Class 1C,M,17,168.9,61.62
110,NEHA IYER,Class 7A,M,11,112.7,82.85
111,FATIMA DUBEY,Class 2C,F,,166.4,21.78
112,RAVI DAS,Class 8A,M,,195.8,65.0
113,FATIMA PATEL,Class 9B,M,,--,98.82
114,LAKSHMI REDDY,Class 9A,M,,172.2,68.66
115,ROHAN CHOPRA,Class 3C,M,14,184.7,18.86
116,CHEN MISHRA,Class 2B,F,18,117.3,101.0
117,SANJAY MENON,Class 9B,M,13,132.7,64.32
118,CHEN PATEL,Class 2A,M,,178.3,78.11
119,GEETA JOSHI,Class 2B,M,10,,-5.0
120,SNEHA SHARMA,Class 9C,F,10,122.3,87.7
121,KIRAN KUMAR,Class 6A,F,16,100.6,
121,KIRAN KUMAR,Class 6A,F,16,100.6,
122,KAVYA CHOPRA,Class 6A,M,8,137.2,13.35
123,MOHAMMED RAO,Class 9B,F,8,110.6,35.83
124,ANKIT SMITH,Class 1C,M,10,182.0,55.6
125,SUNITA KUMAR,Class 5A,M,18,164.6,80.89
126,Meera Chopra,Class 4C,F,5,149.9,38.3
127,GEETA DAS,Class 8B,F,11,102.9,47.17
128,CHEN BAJAJ,Class 2A,F,18,173.8,35.17
129,GEETA MISHRA,Class 2A,N/A,10,132.4,77.44
130,ASHA GUPTA,Class 4B,F,13,122.3,68.85
131,ARJUN PANDEY,Class 5C,F,8,196.3,101.0
132,,Class 4B,F,18,168.7,29.49
133,ARJUN SMITH,Class 2C,F,15,110.1,72.2
134,RAHUL GUPTA,,F,7,111.6,26.5
135,SARAH PILLAI,Class 6C,M,13,106.1,68.71
136,ARJUN SINHA,Class 4A,M,8,198.8,83.41
137,ARJUN DAS,Class 10C,F,14,192.5,53.56
138,TANYA MISHRA,Class 9B,F,12,181.7,69.62
139,KIRAN SINGH,Class 5A,F,18,106.6,52.43
140,RAHUL RAO,Class 5A,F,5,196.1,83.77
141,RAHUL SMITH,Class 5C,F,,,25.24
143,NIKHIL DUBEY,Class 2A,F,16,190.7,99.48
144,VIJAY MISHRA,Class 4B,M,16,118.3,35.53
145,FATIMA PANDEY,Class 2B,M,9,199.2,98.66
146,RAVI DUBEY,Class 10B,M,17,163.3,3.77
147,PRAKASH TIWARI,Class 6A,F,14,194.8,43.37
148,ARUN NAIR,Class 1B,M,13,103.7,4.86
149,SURESH REDDY,Class 11A,M,15,141.9,28.27
150,PRAKASH TIWARI,Class 4B,M,,166.9,72.36
151,JAMES IYER,Class 1C,F,18,166.3,62.18
152,ARJUN GUPTA,Class 11A,M,5,191.1,61.13
153,LAKSHMI KHAN,Class 10B,N/A,15,161.8,66.37
154,,Class 11A,M,10,164.3,80.13
155,POOJA CHOPRA,Class 12C,F,15,105.4,61.98
156,ARUN BAJAJ,Class 7A,M,7,125.4,21.56
157,RAHUL DUBEY,Class 10B,UNKNOWN,16,148.3,57.86
158,NIKHIL SINGH,Class 6A,F,11,184.3,55.36
159,SNEHA BAJAJ,Class 4C,F,13,141.7,84.73
160,ASHA SHARMA,Class 7A,M,17,161.6,64.71
161,SURESH BAJAJ,Class 7C,F,18,170.5,60.34
162,ASHA PATEL,Class 9A,F,,115.4,61.56
163,GEETA SINHA,Class 2B,F,8,195.0,75.21
164,VIJAY SHUKLA,Class 7C,M,9,151.4,65.15
165,ARUN DAS,Class 5B,M,16,174.7,8.75
166,CHEN IYER,,M,17,135.8,60.66
167,PRIYA MISHRA,Class 12B,F,17,101.1,57.27
168,LAKSHMI CHOPRA,Class 11C,F,17,199.0,67.17
169,DIVYA KHAN,Class 2B,F,16,N/A,71.22
170,RAVI MISHRA,Class 12C,M,7,162.7,63.16
171,RAHUL DAS,Class 4A,F,6,184.8,51.41
172,MOHAMMED CHOPRA,Class 11B,M,17,104.6,52.14
173,SARAH GUPTA,Class 2B,M,18,100.7,51.45
174,PRAKASH REDDY,Class 3B,M,11,116.1,5.59
175,,Class 7A,F,18,176.7,68.56
176,,Class 9C,M,5,109.3,0.12
177,KAVYA SHARMA,Class 11A,M,17,187.7,
178,SURESH SINGH,Class 6B,F,11,148.2,30.67
179,ASHA REDDY,Class 4B,F,15,100.5,43.54
180,ARJUN GUPTA,Class 2A,F,15,178.4,67.4
181,FATIMA GUPTA,,M,13,127.7,57.49
182,JAMES SINGH,Class 12B,F,17,168.2,25.78
183,GEETA SINGH,Class 6B,F,12,118.3,73.71
184,PRAKASH RAO,Class 3B,F,13,131.5,27.47
185,ARUN PANDEY,Class 12B,M,13,121.1,25.97
186,DIVYA SMITH,Class 8C,F,14,180.4,
187,MOHAMMED DUBEY,Class 7B,M,5,109.6,55.75
188,ASHA SHUKLA,Class 4C,F,16,146.4,92.86
189,ANKIT SMITH,Class 6C,F,16,118.4,94.04
190,ANKIT MISHRA,Class 2C,M,9,112.6,35.68
191,SNEHA IYER,Class 12B,F,9,109.0,1.06
192,NEHA KUMAR,,F,13,139.5,37.84
193,SNEHA SHUKLA,Class 12B,M,15,149.2,2.21
194,  PRIYA RAO  ,Class 9C,F,10,126.7,89.57
195,SURESH RAO,Class 1C,M,12,115.9,12.21
196,ASHA NAIR,Class 1A,M,5,115.5,68.59
197,DIVYA DUBEY,Class 11B,F,8,125.1,54.27
198,KIRAN IYER,Class 4B,F,,162.0,6.33
199,ARUN DAS,Class 7C,M,7,109.9,52.58
200,ANKIT KUMAR,Class 2C,F,11,161.7,7.79
201,ARJUN NAIR,Class 4C,M,15,116.7,15.82
202,RAVI VERMA,Class 7C,M,16,139.7,51.76
203,KAVYA SINGH,Class 6C,M,7,123.3,91.79
204,PRAKASH SINHA,Class 7B,F,17,193.0,84.95
205,SANJAY SHARMA,Class 5C,F,14,139.4,4.93
206,MOHAMMED KHAN,Class 5A,M,11,167.2,999.0
207,GEETA PILLAI,Class 5C,M,14,101.4,2.27
208,FATIMA DAS,Class 1B,M,8,tall,91.29
209,ARJUN RAO,Class 7C,M,12,192.2,1.84
210,SANJAY IYER,Class 1B,M,15,167.8,57.29
211,MOHAMMED NAIR,Class 5A,M,17,131.7,31.76
212,MEERA JOSHI,Class 6C,M,14,159.6,77.98
213,Sarah Gupta,Class 1C,F,15,192.7,32.49
214,LAKSHMI GUPTA,Class 12B,M,18,153.8,76.52
215,ARUN MENON,Class 2A,F,16,189.4,2.49
216,ANKIT IYER,Class 4B,M,6,151.2,76.83
217,KAVYA KHAN,Class 7B,F,,149.8,49.35
218,,Class 12C,M,5,160.3,99.37
219,ROHAN DAS,Class 1C,F,17,113.5,52.46
220,VIJAY TIWARI,Class 7A,F,10,172.9,23.27
221,GEETA REDDY,Class 9C,N/A,9,999.9,101.0
222,POOJA MISHRA,Class 10C,F,16,--,88.8
223,ARJUN DUBEY,Class 4C,F,5,137.2,17.5
224,Sanjay Kumar,Class 8A,F,18,199.3,86.48
225,KAVYA PATEL,Class 7B,M,9,127.3,55.96
226,SURESH MENON,Class 8A,M,6,170.5,44.58
227,GEETA DAS,Class 3C,F,15,122.4,39.21
228,KIRAN MISHRA,Class 10C,F,6,155.6,59.05
229,ANKIT SINGH,Class 10A,M,16,159.2,17.62
230,ARUN GUPTA,Class 5B,M,12,119.6,91.32
231,DIVYA PATEL,Class 3C,m,9,139.4,54.51
232,SNEHA VERMA,Class 3C,M,15,164.2,60.44
233,KIRAN GUPTA,Class 11B,F,10,136.9,73.02
234,SANJAY PATEL,Class 2B,F,13,146.9,79.82
235,LAKSHMI PANDEY,Class 2A,M,13,161.6,60.38
236,SARAH IYER,Class 12A,M,18,177.0,21.09
237,SUNITA SHARMA,Class 12B,F,18,138.2,9.74
238,VIJAY IYER,Class 9B,M,8,-10,9.77
239,DAVID SHARMA,Class 5B,M,11,196.7,46.7
240,MEERA SINHA,Class 4B,M,5,106.9,64.55
241,SUNITA PILLAI,Class 6B,F,5,190.5,49.07
243,DAVID MENON,Class 8B,F,8,138.9,96.5
244,RAVI CHOPRA,Class 12A,M,6,147.1,13.05
245,KIRAN SHUKLA,Class 3A,M,10,132.4,83.64
246,SUNITA IYER,Class 12C,M,15,0,59.37
247,MOHAMMED NAIR,Class 6A,M,14,0,97.68
248,KIRAN DUBEY,Class 4A,F,5,125.1,10.44
248,KIRAN DUBEY,Class 4A,F,5,125.1,10.44
249,SANJAY REDDY,Class 7C,F,8,137.6,89.05
250,MOHAMMED PILLAI,Class 5A,M,12,188.6,61.15
251,KAVYA TIWARI,Class 10C,M,8,-10,76.86
252,PRAKASH REDDY,Class 1A,M,,145.9,46.38
253,  VIJAY PILLAI  ,Class 9A,M,16,178.8,5.48
254,DIVYA PILLAI,Class 12C,M,13,158.0,22.54
255,ANKIT VERMA,Class 3B,F,15,106.6,89.79
256,SURESH KHAN,Class 1B,M,16,187.2,41.17
258,MOHAMMED SMITH,Class 3C,M,10,197.5,93.11
259,LAKSHMI DAS,Class 11A,M,12,104.0,61.75
260,DAVID PANDEY,Class 5A,F,13,151.2,71.6
261,JAMES PILLAI,Class 10B,F,11,159.8,52.53
262,PRIYA JOSHI,Class 10C,M,9,183.5,999.0
263,SUNITA DUBEY,Class 6A,F,16,125.8,--
264,RAVI PILLAI,Class 6C,F,15,118.3,87.24
265,SURESH VERMA,Class 1A,F,7,118.8,52.57
266,KIRAN PATEL,Class 8B,F,17,174.4,68.8
267,ARUN REDDY,Class 1C,M,5,178.2,18.48
268,ROHAN VERMA,Class 6A,M,,172.5,47.47
269,PRAKASH VERMA,Class 9C,M,12,104.1,60.04
270,JAMES JOSHI,Class 11A,M,6,111.9,74.14
271,DAVID SHUKLA,Class 10A,F,11,198.8,12.22
272,LAKSHMI SHARMA,Class 4C,M,17,179.3,26.17
273,RAHUL JOSHI,Class 9A,M,9,131.2,49.06
274,SARAH TIWARI,Class 9A,F,5,158.4,42.81
275,CHEN DUBEY,Class 7B,F,11,169.6,39.03
276,RAVI MISHRA,Class 7B,F,6,104.8,74.29
277,ANKIT PANDEY,Class 2B,F,8,167.2,51.62
278,KIRAN IYER,Class 10A,M,7,184.4,63.39
279,ASHA SHUKLA,Class 1B,F,11,113.6,17.6
280,KAVYA PATEL,Class 9C,M,18,193.3,93.16
281,GEETA SINGH,Class 6A,M,12,153.3,47.49
282,Pooja Sinha,Class 1C,M,8,170.1,?
283,JAMES PATEL,Class 4B,F,6,141.3,82.02
284,TANYA CHOPRA,Class 1B,M,,108.2,83.06
285,RAVI PILLAI,Class 7C,F,11,194.8,90.68
286,ARJUN SHUKLA,Class 8C,M,12,120.3,74.64
287,PRAKASH MENON,Class 4A,M,10,146.9,21.22
288,NEHA SHARMA,Class 8B,f,11,104.1,33.92
289,FATIMA REDDY,Class 6C,F,18,189.3,15.13
290,MOHAMMED SHARMA,Class 10C,F,16,172.0,28.41
291,TEST,Class 4C,F,5,137.4,2.89
292,FATIMA SHUKLA,Class 10B,M,15,154.7,24.01
293,ARJUN GUPTA,Class 3B,F,10,149.0,42.31
294,MEERA PATEL,Class 5C,F,6,147.8,84.15
295,RAHUL TIWARI,Class 6B,M,7,141.6,75.74
296,GEETA SMITH,Class 6B,UNKNOWN,15,196.6,97.39
297,  JAMES PATEL  ,Class 1B,M,15,153.9,42.19
298,,Class 7A,M,18,173.7,48.75
299,PRAKASH MISHRA,Class 7C,F,14,102.1,23.21
300,PRAKASH SINHA,Class 9A,F,18,108.6,49.22
301,NEHA SHARMA,Class 4B,M,6,125.8,87.77
302,ASHA REDDY,Class 10C,M,18,110.5,15.7
303,SUNITA KHAN,Class 5A,M,10,171.5,75.32
304,SNEHA JOSHI,Class 8C,M,6,116.4,64.15
305,ASHA TIWARI,Class 12C,UNKNOWN,9,140.4,61.82
306,ARUN NAIR,Class 9A,M,8,175.7,59.25
307,SUNITA CHOPRA,Class 8B,M,5,198.9,53.33
308,SURESH PANDEY,Class 6A,M,6,109.2,7.81
309,KAVYA IYER,Class 11B,M,16,152.9,15.68
310,SUNITA REDDY,Class 3B,F,7,189.4,48.88
311,ROHAN MENON,Class 11A,M,12,172.8,38.72
312,Kiran Chopra,Class 1B,F,13,175.8,N/A
313,GEETA NAIR,Class 10B,F,18,102.4,97.98
314,MOHAMMED MENON,Class 7C,F,11,190.0,23.65
315,RAVI PILLAI,Class 5C,M,17,184.6,54.04
316,NEHA PILLAI,Class 7A,M,14,184.2,16.14
317,PRAKASH KHAN,Class 5B,F,15,124.6,N/A
318,PRIYA KUMAR,Class 11B,M,18,181.3,?
319,PRIYA RAO,Class 8B,F,12,?,27.73
320,ASHA BAJAJ,Class 2B,M,9,169.3,45.39
321,RAVI JOSHI,Class 12A,M,9,139.2,99.03
322,DAVID SMITH,Class 1B,F,12,133.4,61.96
323,RAHUL SHARMA,Class 3C,M,6,185.0,86.46
324,MEERA SHUKLA,Class 1B,UNKNOWN,16,157.3,72.46
325,JAMES PANDEY,Class 7B,M,10,165.8,55.94
326,DAVID PATEL,Class 10C,F,7,149.6,46.65
327,GEETA CHOPRA,Class 1A,M,12,104.4,88.54
328,PRIYA SMITH,Class 3C,M,12,194.1,87.84
329,DAVID DAS,Class 6A,M,7,187.3,20.92
330,SANJAY GUPTA,Class 11B,F,12,179.1,45.21
331,SARAH VERMA,Class 7A,M,11,149.8,26.56
332,NEHA DUBEY,Class 3B,M,9,127.4,
333,PRAKASH VERMA,Class 1A,M,16,178.6,79.19
334,DAVID PILLAI,Class 3C,F,10,176.3,56.76
335,ROHAN DUBEY,Class 9B,F,12,189.5,3.21
336,ARJUN MENON,Class 10C,M,11,147.8,12.99
337,TANYA PANDEY,Class 10C,M,14,187.9,28.79
338,JAMES GUPTA,Class 6A,F,7,104.4,53.77
339,SNEHA MISHRA,Class 8C,F,8,169.4,abc
340,ASHA CHOPRA,Class 6A,F,7,112.4,1.12
341,NIKHIL BAJAJ,Class 12A,M,5,120.2,-5.0
342,CHEN REDDY,Class 4B,F,14,112.1,40.21
343,PRAKASH IYER,Class 5B,F,13,125.2,38.86
344,ARUN SINHA,,F,8,102.1,42.85
345,David Khan,Class 10B,F,5,128.8,24.22
346,ASHA SINHA,Class 7C,M,8,112.6,20.44
347,DAVID RAO,Class 10B,F,11,160.9,48.2
348,JAMES SHUKLA,Class 9A,F,10,N/A,40.46
349,JAMES DUBEY,Class 3B,M,17,148.9,92.65
350,VIJAY SINHA,Class 6B,M,,191.7,51.85
351,JAMES TIWARI,Class 7B,M,17,193.0,-5.0
352,JAMES CHOPRA,Class 3C,M,7,119.2,91.3
353,SUNITA IYER,Class 11B,M,15,N/A,26.58
354,ASHA SINGH,Class 9B,F,5,188.8,27.95
355,TBD,,M,15,161.3,93.08
356,JAMES SHUKLA,Class 11C,M,13,195.5,17.04
357,PRIYA SMITH,Class 6C,F,15,109.0,76.63
358,LAKSHMI CHOPRA,Class 10A,M,10,111.6,-5.0
359,Meera Singh,Class 3C,UNKNOWN,18,183.7,14.59
360,JAMES TIWARI,Class 11A,F,17,173.3,86.54
361,ASHA SMITH,Class 11A,F,9,139.4,80.51
362,MOHAMMED PILLAI,Class 5B,M,6,195.0,9.6
363,VIJAY SINGH,Class 9B,F,7,179.5,65.03
364,ANKIT REDDY,Class 1B,F,17,170.3,71.38
365,ARJUN DAS,Class 2B,M,15,118.0,12.88
366,RAHUL PATEL,Class 12B,M,13,114.0,99.68
367,RAHUL RAO,Class 5B,M,16,138.2,25.42
368,LAKSHMI IYER,Class 8C,M,17,107.8,6.6
369,KAVYA RAO,Class 5C,M,9,134.9,9.91
370,GEETA CHOPRA,Class 9B,M,15,105.3,24.91
371,GEETA PILLAI,Class 5C,F,6,109.4,?
372,MOHAMMED MISHRA,Class 12B,M,16,199.4,94.49
373,SNEHA TIWARI,Class 3C,F,6,185.1,N/A
374,SNEHA DUBEY,Class 11B,F,5,100.9,
375,FATIMA RAO,Class 4C,F,7,187.1,39.45
376,POOJA BAJAJ,Class 11B,F,11,138.9,15.55
376,POOJA BAJAJ,Class 11B,F,11,138.9,15.55
377,RAVI JOSHI,Class 7A,F,13,126.4,47.39
378,DAVID PANDEY,Class 9B,M,6,170.0,6.13
379,DIVYA SINHA,,F,14,136.4,55.18
380,ARUN PANDEY,Class 5B,M,6,181.7,94.18
381,NEHA CHOPRA,Class 6B,F,16,152.4,27.41
382,SURESH NAIR,Class 11C,F,14,121.8,45.54
383,SURESH IYER,Class 6A,F,17,121.0,97.22
384,MOHAMMED JOSHI,Class 1A,F,13,158.3,25.73
385,RAVI IYER,Class 9B,F,6,117.6,28.2
386,DAVID PATEL,Class 9B,M,,177.0,-5.0
387,ANKIT NAIR,Class 4B,M,15,154.5,0.12
388,JAMES RAO,Class 3B,M,10,192.5,42.86
389,ASHA MENON,Class 6C,F,6,177.8,79.69
390,LAKSHMI IYER,Class 9A,F,17,192.2,49.26
391,SANJAY PANDEY,Class 2C,M,7,184.9,14.41
392,PRAKASH RAO,Class 4A,F,15,115.8,1.25
393,MOHAMMED CHOPRA,Class 8A,M,15,101.1,55.42
394,MEERA SMITH,Class 3C,M,16,169.2,38.05
395,SUNITA PATEL,Class 6A,UNKNOWN,9,124.0,98.65
396,DIVYA MENON,Class 9B,M,13,158.7,29.01
397,SURESH RAO,Class 4B,F,9,189.1,61.04
398,GEETA KUMAR,Class 2C,M,9,171.1,76.31
399,POOJA SHARMA,Class 3C,F,13,104.3,69.97
400,ROHAN GUPTA,Class 2C,F,6,119.9,48.63
401,MOHAMMED MISHRA,Class 9A,F,8,127.0,52.61
402,ASHA IYER,Class 10A,M,12,169.7,0.99
403,TANYA KHAN,,M,17,100.4,44.93
404,MEERA SINHA,Class 8B,M,9,169.9,35.22
405,SARAH PILLAI,Class 12B,F,18,tall,62.38
406,ASHA MENON,Class 12C,F,17,--,50.76
407,  SNEHA JOSHI  ,,F,16,199.3,64.44
408,VIJAY GUPTA,Class 12A,M,17,183.7,pass
409,ANKIT PANDEY,Class 10C,M,9,180.7,8.3
411,PRIYA SMITH,Class 3B,F,5,119.3,15.23
412,CHEN PATEL,Class 11A,F,11,117.3,39.28
413,LAKSHMI MISHRA,Class 6C,F,10,188.9,60.39
414,SUNITA SMITH,Class 6A,F,,156.7,28.36
415,NIKHIL BAJAJ,Class 10A,M,5,117.1,28.5
416,JAMES KHAN,Class 12A,M,11,140.0,39.33
417,SUNITA VERMA,Class 1A,F,16,199.0,78.49
418,TANYA GUPTA,Class 10C,M,11,124.1,77.26
419,DIVYA DAS,Class 5B,UNKNOWN,8,134.0,31.34
420,SUNITA KHAN,Class 11C,M,9,146.1,46.08
421,SUNITA DAS,Class 11C,F,15,118.9,51.86
422,SUNITA SHARMA,Class 12B,F,16,117.1,101.0
423,JAMES SINHA,Class 4C,M,5,167.9,58.32
424,ROHAN BAJAJ,Class 4B,M,12,166.3,30.11
425,PRAKASH SHUKLA,Class 1B,M,12,143.1,37.78
426,SNEHA PILLAI,Class 8B,F,8,161.2,86.88
427,KIRAN BAJAJ,Class 4B,Male,18,--,87.87
428,ANKIT SINHA,Class 2C,F,11,126.1,67.89
429,MOHAMMED JOSHI,Class 10C,F,16,146.8,2.77
430,TANYA MENON,Class 12B,M,11,151.8,98.62
431,SURESH SINGH,Class 11C,M,12,115.5,80.56
432,NIKHIL REDDY,Class 1B,M,12,154.7,61.72
433,ASHA RAO,Class 11A,M,15,146.4,12.01
434,ASHA SHUKLA,Class 3C,X,18,152.5,65.59
435,GEETA BAJAJ,Class 11A,M,17,158.9,N/A
436,SNEHA BAJAJ,Class 6A,F,6,175.0,2.95
437,VIJAY PANDEY,Class 7A,F,8,,77.44
438,SNEHA CHOPRA,Class 11A,M,15,178.2,60.15
439,FATIMA GUPTA,Class 7A,F,16,198.5,20.05
440,RAVI BAJAJ,Class 1C,F,6,172.3,35.03
441,SNEHA SHARMA,Class 9A,F,16,111.6,35.18
442,PRIYA RAO,Class 12B,M,5,104.4,29.24
443,FATIMA DAS,Class 5C,F,15,154.1,95.06
444,SANJAY RAO,Class 4A,F,6,158.8,?
445,DAVID GUPTA,Class 7B,M,10,159.1,43.41
446,SUNITA DAS,Class 12B,F,16,128.1,77.13
447,FATIMA BAJAJ,Class 1A,F,12,196.6,5.86
448,ANKIT PILLAI,Class 11B,M,8,186.1,6.08
449,KAVYA VERMA,Class 3A,M,10,142.6,36.03
450,JAMES SHUKLA,Class 4A,M,17,194.0,26.87
451,CHEN PANDEY,Class 9C,M,13,129.3,36.2
452,LAKSHMI JOSHI,Class 8C,F,18,177.6,26.03
453,MOHAMMED PANDEY,Class 4C,M,16,103.4,13.24
454,ARJUN SINHA,Class 8A,M,12,143.6,72.37
455,PRIYA PANDEY,Class 7C,F,9,152.5,38.41
456,NIKHIL CHOPRA,Class 7C,M,8,198.9,14.1
457,NIKHIL SHARMA,Class 1A,F,14,145.4,11.99
458,FATIMA CHOPRA,Class 5C,F,13,189.2,52.13
459,,Class 5C,M,12,,6.73
460,FATIMA SHUKLA,Class 11A,F,15,135.7,88.09
461,ASHA JOSHI,Class 3B,M,17,102.9,40.9
462,GEETA PILLAI,Class 11B,M,14,111.0,53.98
463,RAVI VERMA,Class 12A,M,16,133.2,pass
464,SARAH MENON,Class 6A,F,16,150.5,74.27
466,DIVYA DAS,Class 1B,F,9,109.5,25.0
467,ROHAN RAO,Class 8A,F,8,131.3,51.44
468,SURESH PATEL,Class 3B,M,7,abc,29.42
469,DIVYA PANDEY,Class 5B,F,12,199.6,47.39
470,Priya Menon,Class 10C,F,15,192.8,58.45
471,NEHA DUBEY,Class 5B,M,15,159.2,66.85
